,,,ch1_t,ch1_v,,,,,ch2_t,ch2_v
,,,1.18E-01,-2,,,,,1.18E-01,-12.8000002
,,,1.19E-01,2,,,,,1.19E-01,-12
,,,1.19E-01,4,,,,,1.19E-01,-11.1999998
,,,1.19E-01,6,,,,,1.19E-01,-10.4000006
,,,1.19E-01,8,,,,,1.19E-01,-8.800000191
,,,1.19E-01,12,,,,,1.19E-01,-8
,,,1.20E-01,14,,,,,1.20E-01,-6.4000001
,,,1.20E-01,16,,,,,1.20E-01,-4.80000019
,,,1.20E-01,18,,,,,1.20E-01,-3.20000005
,,,1.20E-01,20,,,,,1.20E-01,-8.00E-01
,,,1.20E-01,22,,,,,1.20E-01,8.00E-01
,,,1.21E-01,22,,,,,1.21E-01,3.20000005
,,,1.21E-01,24,,,,,1.21E-01,4.80000019
,,,1.21E-01,26,,,,,1.21E-01,7.20000029
,,,1.21E-01,26,,,,,1.21E-01,9.600000381
,,,1.21E-01,28,,,,,1.21E-01,11.1999998
,,,1.22E-01,30,,,,,1.22E-01,13.6000004
,,,1.22E-01,30,,,,,1.22E-01,15.1999998
,,,1.22E-01,32,,,,,1.22E-01,16.8000011
,,,1.22E-01,34,,,,,1.22E-01,18.3999996
,,,1.22E-01,36,,,,,1.22E-01,19.2000008
,,,1.23E-01,40,,,,,1.23E-01,20
,,,1.23E-01,44,,,,,1.23E-01,20
,,,1.23E-01,46,,,,,1.23E-01,20
,,,1.23E-01,48,,,,,1.23E-01,20.80000114
,,,1.23E-01,50,,,,,1.23E-01,20.80000114
,,,1.24E-01,50,,,,,1.24E-01,20.80000114
,,,1.24E-01,50,,,,,1.24E-01,20.80000114
,,,1.24E-01,52,,,,,1.24E-01,20
,,,1.24E-01,52,,,,,1.24E-01,20
,,,1.24E-01,52,,,,,1.24E-01,20
,,,1.25E-01,52,,,,,1.25E-01,20
,,,1.25E-01,50,,,,,1.25E-01,20
,,,1.25E-01,50,,,,,1.25E-01,19.2000008
,,,1.25E-01,48,,,,,1.25E-01,19.2000008
,,,1.25E-01,46,,,,,1.25E-01,19.2000008
,,,1.26E-01,44,,,,,1.26E-01,18.3999996
,,,1.26E-01,42,,,,,1.26E-01,18.3999996
,,,1.26E-01,40,,,,,1.26E-01,18.3999996
,,,1.26E-01,38,,,,,1.26E-01,17.6000004
,,,1.26E-01,36,,,,,1.26E-01,17.6000004
,,,1.27E-01,32,,,,,1.27E-01,16.8000011
,,,1.27E-01,30,,,,,1.27E-01,16.8000011
,,,1.27E-01,26,,,,,1.27E-01,16.8000011
,,,1.27E-01,24,,,,,1.27E-01,16
,,,1.27E-01,20,,,,,1.27E-01,15.1999998
,,,1.28E-01,16,,,,,1.28E-01,15.1999998
,,,1.28E-01,12,,,,,1.28E-01,14.4000006
,,,1.28E-01,10,,,,,1.28E-01,13.6000004
,,,1.28E-01,6,,,,,1.28E-01,12.8000002
,,,1.28E-01,4,,,,,1.28E-01,12.8000002
,,,1.29E-01,2,,,,,1.29E-01,12
,,,1.29E-01,-2,,,,,1.29E-01,11.1999998
,,,1.29E-01,-6,,,,,1.29E-01,10.4000006
,,,1.29E-01,-8,,,,,1.29E-01,8.800000191
,,,1.29E-01,-10,,,,,1.29E-01,8
,,,1.30E-01,-14,,,,,1.30E-01,6.4000001
,,,1.30E-01,-14,,,,,1.30E-01,4.80000019
,,,1.30E-01,-18,,,,,1.30E-01,3.20000005
,,,1.30E-01,-20,,,,,1.30E-01,1.6
,,,1.30E-01,-20,,,,,1.30E-01,-8.00E-01
,,,1.31E-01,-24,,,,,1.31E-01,-2.4000001
,,,1.31E-01,-24,,,,,1.31E-01,-4.80000019
,,,1.31E-01,-24,,,,,1.31E-01,-7.20000029
,,,1.31E-01,-26,,,,,1.31E-01,-9.600000381
,,,1.31E-01,-26,,,,,1.31E-01,-11.1999998
,,,1.32E-01,-28,,,,,1.32E-01,-13.6000004
,,,1.32E-01,-30,,,,,1.32E-01,-15.1999998
,,,1.32E-01,-32,,,,,1.32E-01,-16.8000011
,,,1.32E-01,-34,,,,,1.32E-01,-18.3999996
,,,1.32E-01,-38,,,,,1.32E-01,-19.2000008
,,,1.33E-01,-38,,,,,1.33E-01,-20
,,,1.33E-01,-42,,,,,1.33E-01,-20
,,,1.33E-01,-42,,,,,1.33E-01,-20
,,,1.33E-01,-46,,,,,1.33E-01,-20
,,,1.33E-01,-48,,,,,1.33E-01,-20
,,,1.34E-01,-48,,,,,1.34E-01,-20
,,,1.34E-01,-50,,,,,1.34E-01,-20
,,,1.34E-01,-50,,,,,1.34E-01,-20
,,,1.34E-01,-50,,,,,1.34E-01,-20
,,,1.34E-01,-50,,,,,1.34E-01,-19.2000008
,,,1.35E-01,-50,,,,,1.35E-01,-20
,,,1.35E-01,-48,,,,,1.35E-01,-19.2000008
,,,1.35E-01,-48,,,,,1.35E-01,-19.2000008
,,,1.35E-01,-46,,,,,1.35E-01,-19.2000008
,,,1.35E-01,-44,,,,,1.35E-01,-19.2000008
,,,1.36E-01,-44,,,,,1.36E-01,-19.2000008
,,,1.36E-01,-42,,,,,1.36E-01,-18.3999996
,,,1.36E-01,-40,,,,,1.36E-01,-18.3999996
,,,1.36E-01,-36,,,,,1.36E-01,-17.6000004
,,,1.36E-01,-34,,,,,1.36E-01,-17.6000004
,,,1.37E-01,-32,,,,,1.37E-01,-17.6000004
,,,1.37E-01,-28,,,,,1.37E-01,-16.8000011
,,,1.37E-01,-26,,,,,1.37E-01,-16
,,,1.37E-01,-22,,,,,1.37E-01,-15.1999998
,,,1.37E-01,-20,,,,,1.37E-01,-15.1999998
,,,1.38E-01,-16,,,,,1.38E-01,-14.4000006
,,,1.38E-01,-12,,,,,1.38E-01,-14.4000006
,,,1.38E-01,-8,,,,,1.38E-01,-13.6000004
,,,1.38E-01,-6,,,,,1.38E-01,-12.8000002
,,,1.38E-01,-2,,,,,1.38E-01,-12.8000002
,,,1.39E-01,2,,,,,1.39E-01,-12
,,,1.39E-01,4,,,,,1.39E-01,-11.1999998
,,,1.39E-01,6,,,,,1.39E-01,-9.600000381
,,,1.39E-01,10,,,,,1.39E-01,-8.800000191
,,,1.39E-01,12,,,,,1.39E-01,-7.20000029
,,,1.40E-01,14,,,,,1.40E-01,-6.4000001
,,,1.40E-01,16,,,,,1.40E-01,-4
,,,1.40E-01,18,,,,,1.40E-01,-3.20000005
,,,1.40E-01,20,,,,,1.40E-01,-8.00E-01
,,,1.40E-01,22,,,,,1.40E-01,8.00E-01
,,,1.41E-01,24,,,,,1.41E-01,3.20000005
,,,1.41E-01,24,,,,,1.41E-01,4.80000019
,,,1.41E-01,26,,,,,1.41E-01,7.20000029
,,,1.41E-01,26,,,,,1.41E-01,9.600000381
,,,1.41E-01,28,,,,,1.41E-01,11.1999998
,,,1.42E-01,30,,,,,1.42E-01,13.6000004
,,,1.42E-01,30,,,,,1.42E-01,16
,,,1.42E-01,32,,,,,1.42E-01,16.8000011
,,,1.42E-01,34,,,,,1.42E-01,18.3999996
,,,1.42E-01,38,,,,,1.42E-01,19.2000008
,,,1.43E-01,40,,,,,1.43E-01,19.2000008
,,,1.43E-01,44,,,,,1.43E-01,20
,,,1.43E-01,44,,,,,1.43E-01,20
,,,1.43E-01,48,,,,,1.43E-01,20
,,,1.43E-01,48,,,,,1.43E-01,20.80000114
,,,1.44E-01,50,,,,,1.44E-01,20.80000114
,,,1.44E-01,50,,,,,1.44E-01,20.80000114
,,,1.44E-01,50,,,,,1.44E-01,20
,,,1.44E-01,52,,,,,1.44E-01,20
,,,1.44E-01,52,,,,,1.44E-01,20.80000114
,,,1.45E-01,50,,,,,1.45E-01,20
,,,1.45E-01,50,,,,,1.45E-01,20
,,,1.45E-01,50,,,,,1.45E-01,20
,,,1.45E-01,48,,,,,1.45E-01,19.2000008
,,,1.45E-01,46,,,,,1.45E-01,19.2000008
,,,1.46E-01,44,,,,,1.46E-01,19.2000008
,,,1.46E-01,42,,,,,1.46E-01,18.3999996
,,,1.46E-01,40,,,,,1.46E-01,18.3999996
,,,1.46E-01,38,,,,,1.46E-01,17.6000004
,,,1.46E-01,34,,,,,1.46E-01,17.6000004
,,,1.47E-01,32,,,,,1.47E-01,17.6000004
,,,1.47E-01,28,,,,,1.47E-01,16.8000011
,,,1.47E-01,26,,,,,1.47E-01,16
,,,1.47E-01,24,,,,,1.47E-01,16
,,,1.47E-01,20,,,,,1.47E-01,15.1999998
,,,1.48E-01,16,,,,,1.48E-01,14.4000006
,,,1.48E-01,14,,,,,1.48E-01,14.4000006
,,,1.48E-01,10,,,,,1.48E-01,13.6000004
,,,1.48E-01,6,,,,,1.48E-01,13.6000004
,,,1.48E-01,4,,,,,1.48E-01,12.8000002
,,,1.49E-01,2,,,,,1.49E-01,11.1999998
,,,1.49E-01,-2,,,,,1.49E-01,11.1999998
,,,1.49E-01,-6,,,,,1.49E-01,10.4000006
,,,1.49E-01,-8,,,,,1.49E-01,8.800000191
,,,1.49E-01,-10,,,,,1.49E-01,8
,,,1.50E-01,-12,,,,,1.50E-01,6.4000001
,,,1.50E-01,-14,,,,,1.50E-01,4.80000019
,,,1.50E-01,-18,,,,,1.50E-01,3.20000005
,,,1.50E-01,-20,,,,,1.50E-01,8.00E-01
,,,1.50E-01,-22,,,,,1.50E-01,0
,,,1.51E-01,-22,,,,,1.51E-01,-2.4000001
,,,1.51E-01,-24,,,,,1.51E-01,-4
,,,1.51E-01,-24,,,,,1.51E-01,-6.4000001
,,,1.51E-01,-26,,,,,1.51E-01,-8.800000191
,,,1.51E-01,-26,,,,,1.51E-01,-11.1999998
,,,1.52E-01,-28,,,,,1.52E-01,-13.6000004
,,,1.52E-01,-30,,,,,1.52E-01,-14.4000006
,,,1.52E-01,-30,,,,,1.52E-01,-16.8000011
,,,1.52E-01,-32,,,,,1.52E-01,-18.3999996
,,,1.52E-01,-36,,,,,1.52E-01,-19.2000008
,,,1.53E-01,-38,,,,,1.53E-01,-20
,,,1.53E-01,-42,,,,,1.53E-01,-20
,,,1.53E-01,-44,,,,,1.53E-01,-20
,,,1.53E-01,-46,,,,,1.53E-01,-20
,,,1.53E-01,-46,,,,,1.53E-01,-20
,,,1.54E-01,-48,,,,,1.54E-01,-20
,,,1.54E-01,-50,,,,,1.54E-01,-20
,,,1.54E-01,-50,,,,,1.54E-01,-20
,,,1.54E-01,-50,,,,,1.54E-01,-20
,,,1.54E-01,-50,,,,,1.54E-01,-20
,,,1.55E-01,-50,,,,,1.55E-01,-20
,,,1.55E-01,-48,,,,,1.55E-01,-20
,,,1.55E-01,-48,,,,,1.55E-01,-19.2000008
,,,1.55E-01,-46,,,,,1.55E-01,-19.2000008
,,,1.55E-01,-44,,,,,1.55E-01,-19.2000008
,,,1.56E-01,-44,,,,,1.56E-01,-18.3999996
,,,1.56E-01,-42,,,,,1.56E-01,-18.3999996
,,,1.56E-01,-40,,,,,1.56E-01,-18.3999996
,,,1.56E-01,-36,,,,,1.56E-01,-17.6000004
,,,1.56E-01,-34,,,,,1.56E-01,-17.6000004
,,,1.57E-01,-32,,,,,1.57E-01,-16.8000011
,,,1.57E-01,-28,,,,,1.57E-01,-16.8000011
,,,1.57E-01,-26,,,,,1.57E-01,-16
,,,1.57E-01,-22,,,,,1.57E-01,-16
,,,1.57E-01,-18,,,,,1.57E-01,-15.1999998
,,,1.58E-01,-16,,,,,1.58E-01,-15.1999998
,,,1.58E-01,-12,,,,,1.58E-01,-14.4000006
,,,1.58E-01,-8,,,,,1.58E-01,-13.6000004
,,,1.58E-01,-6,,,,,1.58E-01,-13.6000004
,,,1.58E-01,-2,,,,,1.58E-01,-12.8000002
,,,1.59E-01,0,,,,,1.59E-01,-12
,,,1.59E-01,4,,,,,1.59E-01,-11.1999998
,,,1.59E-01,6,,,,,1.59E-01,-10.4000006
,,,1.59E-01,10,,,,,1.59E-01,-8.800000191
,,,1.59E-01,10,,,,,1.59E-01,-7.20000029
,,,1.60E-01,14,,,,,1.60E-01,-6.4000001
,,,1.60E-01,16,,,,,1.60E-01,-4.80000019
,,,1.60E-01,18,,,,,1.60E-01,-3.20000005
,,,1.60E-01,20,,,,,1.60E-01,-8.00E-01
,,,1.60E-01,20,,,,,1.60E-01,8.00E-01
,,,1.61E-01,24,,,,,1.61E-01,2.4000001
,,,1.61E-01,24,,,,,1.61E-01,4.80000019
,,,1.61E-01,26,,,,,1.61E-01,7.20000029
,,,1.61E-01,28,,,,,1.61E-01,8.800000191
,,,1.61E-01,28,,,,,1.61E-01,11.1999998
,,,1.62E-01,30,,,,,1.62E-01,13.6000004
,,,1.62E-01,30,,,,,1.62E-01,15.1999998
,,,1.62E-01,32,,,,,1.62E-01,16.8000011
,,,1.62E-01,34,,,,,1.62E-01,18.3999996
,,,1.62E-01,38,,,,,1.62E-01,19.2000008
,,,1.63E-01,40,,,,,1.63E-01,20
,,,1.63E-01,44,,,,,1.63E-01,20
,,,1.63E-01,46,,,,,1.63E-01,20
,,,1.63E-01,48,,,,,1.63E-01,20
,,,1.63E-01,50,,,,,1.63E-01,20
,,,1.64E-01,50,,,,,1.64E-01,20.80000114
,,,1.64E-01,50,,,,,1.64E-01,20.80000114
,,,1.64E-01,50,,,,,1.64E-01,20
,,,1.64E-01,50,,,,,1.64E-01,20.80000114
,,,1.64E-01,50,,,,,1.64E-01,20
,,,1.65E-01,50,,,,,1.65E-01,20
,,,1.65E-01,50,,,,,1.65E-01,20
,,,1.65E-01,50,,,,,1.65E-01,19.2000008
,,,1.65E-01,48,,,,,1.65E-01,19.2000008
,,,1.65E-01,46,,,,,1.65E-01,19.2000008
,,,1.66E-01,44,,,,,1.66E-01,19.2000008
,,,1.66E-01,42,,,,,1.66E-01,18.3999996
,,,1.66E-01,40,,,,,1.66E-01,18.3999996
,,,1.66E-01,38,,,,,1.66E-01,17.6000004
,,,1.66E-01,36,,,,,1.66E-01,16.8000011
,,,1.67E-01,32,,,,,1.67E-01,16.8000011
,,,1.67E-01,30,,,,,1.67E-01,16.8000011
,,,1.67E-01,26,,,,,1.67E-01,16.8000011
,,,1.67E-01,24,,,,,1.67E-01,16
,,,1.67E-01,20,,,,,1.67E-01,16
,,,1.68E-01,16,,,,,1.68E-01,15.1999998
,,,1.68E-01,14,,,,,1.68E-01,14.4000006
,,,1.68E-01,10,,,,,1.68E-01,13.6000004
,,,1.68E-01,6,,,,,1.68E-01,13.6000004
,,,1.68E-01,4,,,,,1.68E-01,12.8000002
,,,1.69E-01,0,,,,,1.69E-01,12
,,,1.69E-01,-2,,,,,1.69E-01,10.4000006
,,,1.69E-01,-6,,,,,1.69E-01,10.4000006
,,,1.69E-01,-8,,,,,1.69E-01,9.600000381
,,,1.69E-01,-10,,,,,1.69E-01,8
,,,1.70E-01,-14,,,,,1.70E-01,6.4000001
,,,1.70E-01,-16,,,,,1.70E-01,4.80000019
,,,1.70E-01,-18,,,,,1.70E-01,3.20000005
,,,1.70E-01,-20,,,,,1.70E-01,1.6
,,,1.70E-01,-22,,,,,1.70E-01,0
,,,1.71E-01,-22,,,,,1.71E-01,-2.4000001
,,,1.71E-01,-24,,,,,1.71E-01,-4.80000019
,,,1.71E-01,-24,,,,,1.71E-01,-6.4000001
,,,1.71E-01,-26,,,,,1.71E-01,-9.600000381
,,,1.71E-01,-26,,,,,1.71E-01,-11.1999998
,,,1.72E-01,-28,,,,,1.72E-01,-13.6000004
,,,1.72E-01,-28,,,,,1.72E-01,-15.1999998
,,,1.72E-01,-32,,,,,1.72E-01,-16.8000011
,,,1.72E-01,-34,,,,,1.72E-01,-18.3999996
,,,1.72E-01,-38,,,,,1.72E-01,-19.2000008
,,,1.73E-01,-40,,,,,1.73E-01,-20
,,,1.73E-01,-42,,,,,1.73E-01,-20
,,,1.73E-01,-44,,,,,1.73E-01,-20
,,,1.73E-01,-46,,,,,1.73E-01,-20
,,,1.73E-01,-46,,,,,1.73E-01,-20.80000114
,,,1.74E-01,-48,,,,,1.74E-01,-20
,,,1.74E-01,-48,,,,,1.74E-01,-20
,,,1.74E-01,-50,,,,,1.74E-01,-20
,,,1.74E-01,-50,,,,,1.74E-01,-20
,,,1.74E-01,-50,,,,,1.74E-01,-20
,,,1.75E-01,-50,,,,,1.75E-01,-20
,,,1.75E-01,-48,,,,,1.75E-01,-20
,,,1.75E-01,-48,,,,,1.75E-01,-19.2000008
,,,1.75E-01,-46,,,,,1.75E-01,-19.2000008
,,,1.75E-01,-44,,,,,1.75E-01,-19.2000008
,,,1.76E-01,-44,,,,,1.76E-01,-19.2000008
,,,1.76E-01,-42,,,,,1.76E-01,-18.3999996
,,,1.76E-01,-38,,,,,1.76E-01,-18.3999996
,,,1.76E-01,-36,,,,,1.76E-01,-17.6000004
,,,1.76E-01,-34,,,,,1.76E-01,-17.6000004
,,,1.77E-01,-32,,,,,1.77E-01,-17.6000004
,,,1.77E-01,-28,,,,,1.77E-01,-16.8000011
,,,1.77E-01,-26,,,,,1.77E-01,-16.8000011
,,,1.77E-01,-22,,,,,1.77E-01,-16
,,,1.77E-01,-20,,,,,1.77E-01,-15.1999998
,,,1.78E-01,-16,,,,,1.78E-01,-15.1999998
,,,1.78E-01,-12,,,,,1.78E-01,-14.4000006
,,,1.78E-01,-8,,,,,1.78E-01,-13.6000004
,,,1.78E-01,-6,,,,,1.78E-01,-13.6000004
,,,1.78E-01,-4,,,,,1.78E-01,-12.8000002
,,,1.79E-01,2,,,,,1.79E-01,-12
,,,1.79E-01,4,,,,,1.79E-01,-11.1999998
,,,1.79E-01,6,,,,,1.79E-01,-10.4000006
,,,1.79E-01,10,,,,,1.79E-01,-8.800000191
,,,1.79E-01,12,,,,,1.79E-01,-8
,,,1.80E-01,14,,,,,1.80E-01,-6.4000001
,,,1.80E-01,16,,,,,1.80E-01,-4.80000019
,,,1.80E-01,18,,,,,1.80E-01,-2.4000001
,,,1.80E-01,18,,,,,1.80E-01,-1.6
,,,1.80E-01,22,,,,,1.80E-01,8.00E-01
,,,1.81E-01,22,,,,,1.81E-01,3.20000005
,,,1.81E-01,24,,,,,1.81E-01,4.80000019
,,,1.81E-01,26,,,,,1.81E-01,6.4000001
,,,1.81E-01,28,,,,,1.81E-01,9.600000381
,,,1.81E-01,28,,,,,1.81E-01,11.1999998
,,,1.82E-01,30,,,,,1.82E-01,13.6000004
,,,1.82E-01,30,,,,,1.82E-01,15.1999998
,,,1.82E-01,32,,,,,1.82E-01,16.8000011
,,,1.82E-01,36,,,,,1.82E-01,19.2000008
,,,1.82E-01,38,,,,,1.82E-01,19.2000008
,,,1.83E-01,40,,,,,1.83E-01,19.2000008
,,,1.83E-01,42,,,,,1.83E-01,20
,,,1.83E-01,46,,,,,1.83E-01,20.80000114
,,,1.83E-01,48,,,,,1.83E-01,20
,,,1.83E-01,50,,,,,1.83E-01,20
,,,1.84E-01,50,,,,,1.84E-01,20
,,,1.84E-01,50,,,,,1.84E-01,20
,,,1.84E-01,50,,,,,1.84E-01,20
,,,1.84E-01,52,,,,,1.84E-01,20
,,,1.84E-01,52,,,,,1.84E-01,20
,,,1.85E-01,50,,,,,1.85E-01,20
,,,1.85E-01,50,,,,,1.85E-01,20
,,,1.85E-01,50,,,,,1.85E-01,20
,,,1.85E-01,48,,,,,1.85E-01,19.2000008
,,,1.85E-01,48,,,,,1.85E-01,19.2000008
,,,1.86E-01,44,,,,,1.86E-01,19.2000008
,,,1.86E-01,42,,,,,1.86E-01,18.3999996
,,,1.86E-01,40,,,,,1.86E-01,18.3999996
,,,1.86E-01,38,,,,,1.86E-01,17.6000004
,,,1.86E-01,34,,,,,1.86E-01,17.6000004
,,,1.87E-01,32,,,,,1.87E-01,17.6000004
,,,1.87E-01,30,,,,,1.87E-01,16.8000011
,,,1.87E-01,26,,,,,1.87E-01,16
,,,1.87E-01,24,,,,,1.87E-01,16
,,,1.87E-01,20,,,,,1.87E-01,15.1999998
,,,1.88E-01,16,,,,,1.88E-01,15.1999998
,,,1.88E-01,12,,,,,1.88E-01,14.4000006
,,,1.88E-01,10,,,,,1.88E-01,14.4000006
,,,1.88E-01,6,,,,,1.88E-01,12.8000002
,,,1.88E-01,4,,,,,1.88E-01,12.8000002
,,,1.89E-01,0,,,,,1.89E-01,12
,,,1.89E-01,-2,,,,,1.89E-01,11.1999998
,,,1.89E-01,-6,,,,,1.89E-01,10.4000006
,,,1.89E-01,-8,,,,,1.89E-01,9.600000381
,,,1.89E-01,-10,,,,,1.89E-01,8
,,,1.90E-01,-14,,,,,1.90E-01,6.4000001
,,,1.90E-01,-14,,,,,1.90E-01,4
,,,1.90E-01,-18,,,,,1.90E-01,3.20000005
,,,1.90E-01,-20,,,,,1.90E-01,1.6
,,,1.90E-01,-20,,,,,1.90E-01,-8.00E-01
,,,1.91E-01,-22,,,,,1.91E-01,-2.4000001
,,,1.91E-01,-24,,,,,1.91E-01,-4.80000019
,,,1.91E-01,-24,,,,,1.91E-01,-7.20000029
,,,1.91E-01,-26,,,,,1.91E-01,-8.800000191
,,,1.91E-01,-26,,,,,1.91E-01,-12
,,,1.92E-01,-28,,,,,1.92E-01,-12.8000002
,,,1.92E-01,-30,,,,,1.92E-01,-15.1999998
,,,1.92E-01,-32,,,,,1.92E-01,-16.8000011
,,,1.92E-01,-34,,,,,1.92E-01,-18.3999996
,,,1.92E-01,-36,,,,,1.92E-01,-19.2000008
,,,1.93E-01,-38,,,,,1.93E-01,-19.2000008
,,,1.93E-01,-42,,,,,1.93E-01,-20
,,,1.93E-01,-44,,,,,1.93E-01,-20
,,,1.93E-01,-44,,,,,1.93E-01,-20
,,,1.93E-01,-48,,,,,1.93E-01,-20.80000114
,,,1.94E-01,-48,,,,,1.94E-01,-20.80000114
,,,1.94E-01,-50,,,,,1.94E-01,-20
,,,1.94E-01,-50,,,,,1.94E-01,-20
,,,1.94E-01,-50,,,,,1.94E-01,-20
,,,1.94E-01,-50,,,,,1.94E-01,-20
,,,1.95E-01,-48,,,,,1.95E-01,-20
,,,1.95E-01,-48,,,,,1.95E-01,-20
,,,1.95E-01,-48,,,,,1.95E-01,-19.2000008
,,,1.95E-01,-46,,,,,1.95E-01,-19.2000008
,,,1.95E-01,-44,,,,,1.95E-01,-19.2000008
,,,1.96E-01,-44,,,,,1.96E-01,-19.2000008
,,,1.96E-01,-42,,,,,1.96E-01,-18.3999996
,,,1.96E-01,-40,,,,,1.96E-01,-18.3999996
,,,1.96E-01,-38,,,,,1.96E-01,-17.6000004
,,,1.96E-01,-34,,,,,1.96E-01,-17.6000004
,,,1.97E-01,-32,,,,,1.97E-01,-17.6000004
,,,1.97E-01,-28,,,,,1.97E-01,-16.8000011
,,,1.97E-01,-26,,,,,1.97E-01,-16.8000011
,,,1.97E-01,-22,,,,,1.97E-01,-15.1999998
,,,1.97E-01,-20,,,,,1.97E-01,-16
,,,1.98E-01,-16,,,,,1.98E-01,-14.4000006
,,,1.98E-01,-12,,,,,1.98E-01,-14.4000006
,,,1.98E-01,-8,,,,,1.98E-01,-13.6000004
,,,1.98E-01,-6,,,,,1.98E-01,-13.6000004
,,,1.98E-01,-2,,,,,1.98E-01,-12.8000002
,,,1.99E-01,2,,,,,1.99E-01,-12
,,,1.99E-01,4,,,,,1.99E-01,-11.1999998
,,,1.99E-01,6,,,,,1.99E-01,-10.4000006
,,,1.99E-01,8,,,,,1.99E-01,-8.800000191
,,,1.99E-01,12,,,,,1.99E-01,-7.20000029
,,,2.00E-01,14,,,,,2.00E-01,-6.4000001
,,,2.00E-01,16,,,,,2.00E-01,-4.80000019
,,,2.00E-01,18,,,,,2.00E-01,-3.20000005
,,,2.00E-01,20,,,,,2.00E-01,-8.00E-01
,,,2.00E-01,22,,,,,2.00E-01,8.00E-01
,,,2.01E-01,22,,,,,2.01E-01,3.20000005
,,,2.01E-01,24,,,,,2.01E-01,4.80000019
,,,2.01E-01,26,,,,,2.01E-01,7.20000029
,,,2.01E-01,28,,,,,2.01E-01,9.600000381
,,,2.01E-01,28,,,,,2.01E-01,11.1999998
,,,2.02E-01,30,,,,,2.02E-01,13.6000004
,,,2.02E-01,30,,,,,2.02E-01,15.1999998
,,,2.02E-01,32,,,,,2.02E-01,16.8000011
,,,2.02E-01,34,,,,,2.02E-01,18.3999996
,,,2.02E-01,38,,,,,2.02E-01,19.2000008
,,,2.03E-01,40,,,,,2.03E-01,20
,,,2.03E-01,42,,,,,2.03E-01,20
,,,2.03E-01,46,,,,,2.03E-01,20
,,,2.03E-01,48,,,,,2.03E-01,20
,,,2.03E-01,50,,,,,2.03E-01,20
,,,2.04E-01,50,,,,,2.04E-01,20
,,,2.04E-01,50,,,,,2.04E-01,20.80000114
,,,2.04E-01,50,,,,,2.04E-01,20.80000114
,,,2.04E-01,52,,,,,2.04E-01,20
,,,2.04E-01,50,,,,,2.04E-01,20
,,,2.05E-01,50,,,,,2.05E-01,20
,,,2.05E-01,50,,,,,2.05E-01,20
,,,2.05E-01,50,,,,,2.05E-01,19.2000008
,,,2.05E-01,48,,,,,2.05E-01,20
,,,2.05E-01,46,,,,,2.05E-01,19.2000008
,,,2.06E-01,46,,,,,2.06E-01,18.3999996
,,,2.06E-01,42,,,,,2.06E-01,18.3999996
,,,2.06E-01,40,,,,,2.06E-01,18.3999996
,,,2.06E-01,38,,,,,2.06E-01,17.6000004
,,,2.06E-01,34,,,,,2.06E-01,17.6000004
,,,2.07E-01,32,,,,,2.07E-01,16.8000011
,,,2.07E-01,30,,,,,2.07E-01,16.8000011
,,,2.07E-01,26,,,,,2.07E-01,16
,,,2.07E-01,24,,,,,2.07E-01,16
,,,2.07E-01,20,,,,,2.07E-01,15.1999998
,,,2.08E-01,16,,,,,2.08E-01,15.1999998
,,,2.08E-01,14,,,,,2.08E-01,14.4000006
,,,2.08E-01,10,,,,,2.08E-01,14.4000006
,,,2.08E-01,6,,,,,2.08E-01,12.8000002
,,,2.08E-01,4,,,,,2.08E-01,12.8000002
,,,2.09E-01,0,,,,,2.09E-01,12
,,,2.09E-01,-2,,,,,2.09E-01,11.1999998
,,,2.09E-01,-6,,,,,2.09E-01,10.4000006
,,,2.09E-01,-8,,,,,2.09E-01,8.800000191
,,,2.09E-01,-10,,,,,2.09E-01,7.20000029
,,,2.10E-01,-14,,,,,2.10E-01,6.4000001
,,,2.10E-01,-16,,,,,2.10E-01,4.80000019
,,,2.10E-01,-18,,,,,2.10E-01,3.20000005
,,,2.10E-01,-18,,,,,2.10E-01,1.6
,,,2.10E-01,-20,,,,,2.10E-01,-8.00E-01
,,,2.11E-01,-22,,,,,2.11E-01,-2.4000001
,,,2.11E-01,-24,,,,,2.11E-01,-4
,,,2.11E-01,-26,,,,,2.11E-01,-7.20000029
,,,2.11E-01,-26,,,,,2.11E-01,-8.800000191
,,,2.11E-01,-28,,,,,2.11E-01,-11.1999998
,,,2.12E-01,-28,,,,,2.12E-01,-13.6000004
,,,2.12E-01,-30,,,,,2.12E-01,-15.1999998
,,,2.12E-01,-30,,,,,2.12E-01,-16.8000011
,,,2.12E-01,-34,,,,,2.12E-01,-18.3999996
,,,2.12E-01,-36,,,,,2.12E-01,-19.2000008
,,,2.13E-01,-40,,,,,2.13E-01,-19.2000008
,,,2.13E-01,-42,,,,,2.13E-01,-20
,,,2.13E-01,-44,,,,,2.13E-01,-20
,,,2.13E-01,-44,,,,,2.13E-01,-20
,,,2.13E-01,-48,,,,,2.13E-01,-20
,,,2.14E-01,-48,,,,,2.14E-01,-20
,,,2.14E-01,-50,,,,,2.14E-01,-20
,,,2.14E-01,-50,,,,,2.14E-01,-19.2000008
,,,2.14E-01,-50,,,,,2.14E-01,-20
,,,2.14E-01,-50,,,,,2.14E-01,-20
,,,2.15E-01,-48,,,,,2.15E-01,-20
,,,2.15E-01,-48,,,,,2.15E-01,-19.2000008
,,,2.15E-01,-48,,,,,2.15E-01,-19.2000008
