Record Length,2500,Points,-5.00E-02,-4.80000019,,Record Length,2500,Points,-5.00E-02,0
Sample Interval,4.00E-05,s,-5.00E-02,-4.80000019,,Sample Interval,4.00E-05,s,-5.00E-02,-8.00E-02
Trigger Point,1.25E+03,Samples,-4.99E-02,-5.5999999,,Trigger Point,1.25E+03,Samples,-4.99E-02,0
,,,-4.99E-02,-7.20000029,,,,,-4.99E-02,-8.00E-02
,,,-4.98E-02,-7.20000029,,,,,-4.98E-02,-8.00E-02
,,,-4.98E-02,-8,,,,,-4.98E-02,-8.00E-02
Source,CH1,,-4.98E-02,-8.800000191,,Source,CH2,,-4.98E-02,-8.00E-02
Vertical Units,Volts,,-4.97E-02,-9.600000381,,Vertical Units,Volts,,-4.97E-02,-8.00E-02
Vertical Scale,20.0000003,,-4.97E-02,-10.4000006,,Vertical Scale,2,,-4.97E-02,-8.00E-02
Vertical Offset,0,,-4.96E-02,-11.1999998,,Vertical Offset,0,,-4.96E-02,-8.00E-02
Horizontal Units,s,,-4.96E-02,-12,,Horizontal Units,s,,-4.96E-02,-8.00E-02
Horizontal Scale,1.00E-02,,-4.96E-02,-12,,Horizontal Scale,1.00E-02,,-4.96E-02,-8.00E-02
Pt Fmt,Y,,-4.95E-02,-13.6000004,,Pt Fmt,Y,,-4.95E-02,-1.60E-01
Yzero,-4.00E-02,,-4.95E-02,-13.6000004,,Yzero,-4.00E-02,,-4.95E-02,-1.60E-01
Probe Atten,10,,-4.94E-02,-14.4000006,,Probe Atten,10,,-4.94E-02,-1.60E-01
,,,-4.94E-02,-15.1999998,,,,,-4.94E-02,-1.60E-01
Note,TBS 1052B-EDU - 16:36:35   04/12/2024,,-4.94E-02,-16,,Note,TBS 1052B-EDU - 16:36:35   04/12/2024,,-4.94E-02,-1.60E-01
,,,-4.93E-02,-16.8000011,,,,,-4.93E-02,-1.60E-01
,,,-4.93E-02,-17.6000004,,,,,-4.93E-02,-2.40E-01
,,,-4.92E-02,-17.6000004,,,,,-4.92E-02,-2.40E-01
,,,-4.92E-02,-18.3999996,,,,,-4.92E-02,-2.40E-01
,,,-4.92E-02,-19.2000008,,,,,-4.92E-02,-2.40E-01
,,,-4.91E-02,-20,,,,,-4.91E-02,-1.60E-01
,,,-4.91E-02,-20.80000114,,,,,-4.91E-02,-2.40E-01
,,,-4.90E-02,-21.60000038,,,,,-4.90E-02,-2.40E-01
,,,-4.90E-02,-22.39999962,,,,,-4.90E-02,-2.40E-01
,,,-4.90E-02,-22.39999962,,,,,-4.90E-02,-2.40E-01
,,,-4.89E-02,-23.20000076,,,,,-4.89E-02,-2.40E-01
,,,-4.89E-02,-24,,,,,-4.89E-02,-2.40E-01
,,,-4.88E-02,-24.80000114,,,,,-4.88E-02,-2.40E-01
,,,-4.88E-02,-24.80000114,,,,,-4.88E-02,-3.20E-01
,,,-4.88E-02,-26.39999962,,,,,-4.88E-02,-2.40E-01
,,,-4.87E-02,-27.20000076,,,,,-4.87E-02,-2.40E-01
,,,-4.87E-02,-27.20000076,,,,,-4.87E-02,-3.20E-01
,,,-4.86E-02,-28,,,,,-4.86E-02,-3.20E-01
,,,-4.86E-02,-28.80000114,,,,,-4.86E-02,-3.20E-01
,,,-4.86E-02,-28.80000114,,,,,-4.86E-02,-3.20E-01
,,,-4.85E-02,-30.39999962,,,,,-4.85E-02,-3.20E-01
,,,-4.85E-02,-30.39999962,,,,,-4.85E-02,-3.20E-01
,,,-4.84E-02,-31.20000076,,,,,-4.84E-02,-3.20E-01
,,,-4.84E-02,-32,,,,,-4.84E-02,-3.20E-01
,,,-4.84E-02,-32.79999924,,,,,-4.84E-02,-4.00E-01
,,,-4.83E-02,-33.60000229,,,,,-4.83E-02,-3.20E-01
,,,-4.83E-02,-33.60000229,,,,,-4.83E-02,-3.20E-01
,,,-4.82E-02,-34.40000153,,,,,-4.82E-02,-4.00E-01
,,,-4.82E-02,-35.20000076,,,,,-4.82E-02,-3.20E-01
,,,-4.82E-02,-36,,,,,-4.82E-02,-4.00E-01
,,,-4.81E-02,-36,,,,,-4.81E-02,-4.00E-01
,,,-4.81E-02,-36.79999924,,,,,-4.81E-02,-4.00E-01
,,,-4.80E-02,-37.60000229,,,,,-4.80E-02,-4.00E-01
,,,-4.80E-02,-37.60000229,,,,,-4.80E-02,-4.00E-01
,,,-4.80E-02,-38.40000153,,,,,-4.80E-02,-4.00E-01
,,,-4.79E-02,-39.20000076,,,,,-4.79E-02,-4.00E-01
,,,-4.79E-02,-39.20000076,,,,,-4.79E-02,-4.00E-01
,,,-4.78E-02,-40,,,,,-4.78E-02,-4.80E-01
,,,-4.78E-02,-40,,,,,-4.78E-02,-4.80E-01
,,,-4.78E-02,-40.79999924,,,,,-4.78E-02,-4.80E-01
,,,-4.77E-02,-41.60000229,,,,,-4.77E-02,-4.80E-01
,,,-4.77E-02,-42.40000153,,,,,-4.77E-02,-4.80E-01
